Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile	Annotation predicted signal profile	Annotation test and training regions	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR031VGX	released	ENCSR292QBA	released	false	mixed sex embryo (11.5 days) strain B6NCrl C57BL/6	DNase-seq on 11.5 day (e11.5) embryonic mouse midbrain	UBERON:0001891	tissue	mm10	Mus musculus	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF858GDY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF444JIR.bigWig	""	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF319XVZ.tar.gz	ENCFF989BPL	""
ENCSR033ALM	released	ENCSR486FMF	released	false	female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 100 ng/mL Interleukin-4 for 24 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF084KRF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF219PAY.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF601BQE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF549QRH.tar.gz	ENCFF804NKU	""
ENCSR033SUK	released	ENCSR821JHD	released	false			EFO:0010844	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF120DXK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF884GLN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF658HBZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF697RSZ.tar.gz	ENCFF495DQP	""
ENCSR034ERV	released	ENCSR785JXR	released	false	male adult (60 years)		UBERON:0002171	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF977JZP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF488SLH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF042EGY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF426SMP.tar.gz	ENCFF510NET	""
ENCSR034LAG	released	ENCSR632ONQ	released	false	female adult (59 years)		UBERON:0008953	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF781UJV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF351UXN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF988QRY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF398WRU.tar.gz	ENCFF816ANC	""
ENCSR034VPK	released	ENCSR548SSP	released	false	female adult (47 years)	ATAC-seq on human mucosa of urinary bladder	UBERON:0001259	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF508YHK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF033POX.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF595SZA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF807ACV.tar.gz	ENCFF514GZV	""
ENCSR034ZHI	released	ENCSR017TFH	released	false	female embryo (87 days)		UBERON:0004539	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF246GPN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF046GXT.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF389YGT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF139ITY.tar.gz	""	ENCFF094CNE
ENCSR035HVD	released	ENCSR000EME	released	false		DNase-seq on human foreskin fibroblast cell	EFO:0002779	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF341DNR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF824CAS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF484LCN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF188UPA.tar.gz	""	ENCFF721ZFV,ENCFF844POF
ENCSR035ROF	released	ENCSR002IHL	released	false	male adult (83 years)		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF235NIL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF181BPQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF265DDA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF627HXO.tar.gz	ENCFF582DHJ	""
ENCSR035TEW	released	ENCSR283LPH	released	false	male adult (30 years) nuclear fraction		CL:0000900	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF655LBE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF395UDW.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF264FSD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF486IEK.tar.gz	ENCFF411NRH	""
ENCSR036PUG	released	ENCSR098PTC	released	false	male adult (25 years)		CL:0000837	in vitro differentiated cells	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF359WKN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF173YEV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF307NXR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF052KWE.tar.gz	ENCFF971ZOL,ENCFF814EOK	""
ENCSR036QSP	released	ENCSR335LOQ	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 48 hours, 100 ng/mL Interleukin-7 for 48 hours		NTR:0000669	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF903JTV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF381WPZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF352WEU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF902EKP.tar.gz	ENCFF496LAJ	""
ENCSR037PCU	released	ENCSR520BAD	released	false	male adult (54 years)		UBERON:0011907	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF772HSU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF276AHK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF188GSE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF167YSR.tar.gz	ENCFF490UZS	""
ENCSR037WSC	released	ENCSR174GXG	released	false	male embryo (101 days)		UBERON:0002324	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF421KNJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF997JWX.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF308MOS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF122CGJ.tar.gz	""	ENCFF558JXN
ENCSR038BQY	released	ENCSR440FZS	released	false	female embryo (113 days)		UBERON:0001774	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF210MPN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF160GCM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF819LHA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF363PHP.tar.gz	""	ENCFF905COX
ENCSR038BXQ	released	ENCSR000ENM	released	false		DNase-seq on human HCT-116	EFO:0002824	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF007WSG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF360JCW.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF921EMP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF075SBJ.tar.gz	""	ENCFF619LVU,ENCFF166PCV
ENCSR038PBG	released	ENCSR044ATC	released	false	female adult (41 years)		CL:0000623	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF921YRG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF493YHE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF840IMJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF559YRH.tar.gz	ENCFF498XUR,ENCFF298ZOA	""
ENCSR038VEO	released	ENCSR563HBG	released	false	female adult (90 or above years)		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF896GQB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF987KRS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF718CUL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF915GUL.tar.gz	ENCFF167ZAJ	""
ENCSR041YVR	released	ENCSR422IIZ	released	false	female adult (51 years)		UBERON:0001496	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF681EWE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF718IEK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF314SUL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF580DMN.tar.gz	ENCFF396JLE	""
ENCSR041ZFF	released	ENCSR953JVX	released	false	female embryo (105 days)		UBERON:0002113	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF199SMZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF294OTN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF215NZV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF290YOA.tar.gz	""	ENCFF920ZYW
ENCSR042CPO	released	ENCSR724QTW	released	false	male adult (42 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 100 ng/mL Interleukin-12 subunit alpha for 4 hours, 100 ng/mL Interleukin-12 subunit beta for 4 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF418CIH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF663EGN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF842MFQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF998JEV.tar.gz	ENCFF482JGP	""
ENCSR042WJQ	released	ENCSR541IET	released	false	male adult (53 years)		CL:0000115	in vitro differentiated cells	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF889JPQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF368BPI.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF548RLK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF820IRF.tar.gz	ENCFF537CMG,ENCFF271JOQ	""
ENCSR043HVG	released	ENCSR809CEA	released	false			EFO:0002184	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF795SEF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF845XYX.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF526UHY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF815CDT.tar.gz	ENCFF224DKF,ENCFF522QNO	""
ENCSR044DSU	released	ENCSR765MXG	released	false	male adult (54 years)	ATAC-seq on human body of pancreas	UBERON:0001150	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF522NOW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF106YLK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF580USO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF905BGE.tar.gz	ENCFF424WEG	""
ENCSR046WWS	released	ENCSR442GKD	released	false	male adult (34 years)		CL:0000084	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF084LLX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF991GDC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF320LZQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF750JFD.tar.gz	ENCFF127DTN	""
ENCSR047GHL	released	ENCSR946DXB	released	false	female embryo (101 days) female embryo (103 days)		UBERON:0002084	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF605WEE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF559RVX.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF447SAW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF162GSA.tar.gz	ENCFF166EZK,ENCFF004ISN	""
ENCSR048BTS	released	ENCSR275ICP	released	false			EFO:0003045	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF036DVA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF509FEO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF867WUY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF757LNL.tar.gz	ENCFF206ALY,ENCFF291ZMA	""
ENCSR048SMK	released	ENCSR686WJL	released	false	female adult (53 years)		UBERON:0011907	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF970FGB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF389LCL.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF120UFV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF644XGR.tar.gz	ENCFF150XTJ	""
ENCSR049DXG	released	ENCSR994KTY	released	false	female adult (41 years)		UBERON:0000317	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF369PRX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF184EGS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF488JGQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF469EMY.tar.gz	ENCFF018RLE	""
ENCSR049OFB	released	ENCSR859USB	released	false		ATAC-seq on K562 cells stained for GATA1 and sorted for lowest 15% of expression	EFO:0002067	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF196NYZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF063IFJ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF546HCA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF050RZS.tar.gz	ENCFF557RSA,ENCFF852RRY	""
ENCSR050OKX	released	ENCSR000EMP	released	false		UW human GM04504 DNase-seq and DGF	CLO:0018812	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF344NOZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF829QAO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF468VVO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF831GGZ.tar.gz	""	ENCFF823CSM,ENCFF350FKO
ENCSR050VGU	released	ENCSR424KQH	released	false			CLO:0014163	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF574MZV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF786VTC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF364IKC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF686TBP.tar.gz	ENCFF759FWM	""
ENCSR052YOP	released	ENCSR174MLD	released	false	female adult (41 years)	ATAC-seq on human bile duct	UBERON:0002394	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF176MYB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF387WIE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF098NEK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF153TJO.tar.gz	ENCFF907GJI	""
ENCSR054YHV	released	ENCSR000EPS	released	false		UW human NT2-D1 DNase-seq	EFO:0005236	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF834VNM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF533DUP.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF764PBB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF610VXU.tar.gz	""	ENCFF399OQU,ENCFF372GQM
ENCSR054YZQ	released	ENCSR083STA	released	false		DNase-seq on 14 year old male human MG63 immortalized cell line	EFO:0002234	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF841SWM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF270IZI.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF965GXO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF951YOM.tar.gz	ENCFF475HVL,ENCFF785KVP	""
ENCSR056ZAE	released	ENCSR890DWH	released	false	female adult (41 years)	ATAC-seq on human psoas muscle	UBERON:0008450	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF802THL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF344NXX.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF805GYL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF534QAC.tar.gz	ENCFF153JDD	""
ENCSR057XMV	released	ENCSR770OTB	released	false	male adult (60 years)		NTR:0000493	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF204SLN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF427AVE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF337RSI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF081TLK.tar.gz	ENCFF616QAS	""
ENCSR059XGM	released	ENCSR952SPO	released	false	female child (16 years)	ATAC-seq on human right lobe of liver	UBERON:0001114	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF523VWO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF588LWH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF298FVF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF117KYL.tar.gz	ENCFF194WCF	""
ENCSR060FTQ	released	ENCSR800QGE	released	false	female embryo (103 days)		UBERON:0000059	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF546KTH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF576JCV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF112IUX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF545JSB.tar.gz	""	ENCFF645WAF
ENCSR060QUG	released	ENCSR492FJO	released	false			CLO:0026250	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF689VWG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF309DTV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF718YCH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF154ZLP.tar.gz	ENCFF500EBK	""
ENCSR061TSC	released	ENCSR835WBW	released	false			EFO:0010888	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF697ZDG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF449YEO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF356RTS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF444HHT.tar.gz	ENCFF220BRO	""
ENCSR062CWJ	released	ENCSR818HHN	released	false	female embryo (5 days)		CL:0000137	in vitro differentiated cells	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF420SEA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF902FTE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF662UGB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF267PBK.tar.gz	ENCFF039RUP	""
ENCSR063NRC	released	ENCSR998IXQ	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 100 ng/mL Interleukin-15 for 1 hour		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF141ORS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF637TOM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF263YHS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF593ICQ.tar.gz	ENCFF600VPS	""
ENCSR064HTM	released	ENCSR916MHX	released	false	male adult (78 years)		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF370ENM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF281IYV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF839GZF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF684VUR.tar.gz	ENCFF533IMD	""
ENCSR064VAE	released	ENCSR365NDK	released	false	female adult (51 years)		UBERON:0000992	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF148UTK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF301EQG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF235GCF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF324YWF.tar.gz	ENCFF332IHS	""
ENCSR064YIE	released	ENCSR496UER	released	false	male adult (33 years)		CL:0000084	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF097GFU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF215LFI.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF597YHU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF701ZVJ.tar.gz	ENCFF715TCC	""
ENCSR065RIH	released	ENCSR270JQK	released	false	female adult (40 years)		CL:0000084	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF122WVC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF575LON.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF846BWB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF945UOA.tar.gz	ENCFF727ZRD	""
ENCSR067AYU	released	ENCSR374VQC	released	false	female adult (46 years)		UBERON:0002078	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF395KJT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF068MOB.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF565KHT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF404RZY.tar.gz	ENCFF103KZD	""
ENCSR067KBX	released	ENCSR095QNB	released	false			EFO:0002784	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF935USI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF210DYT.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF380XHL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF891XDI.tar.gz	ENCFF646NWY,ENCFF415FEC	""
ENCSR067RGY	released	ENCSR323PWV	released	false	male adult (42 years) treated with anti-CD3 and anti-CD28 coated beads for 48 hours, 100 ng/mL Interleukin-23 for 48 hours, 100 ng/mL Interleukin-1b for 48 hours		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF421DOP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF248SEM.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF572KQV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF241ETN.tar.gz	ENCFF775TZI	""
ENCSR071OAC	released	ENCSR754LIN	released	false	stably expressing C-terminal DsRed-tagged CDT1, stably expressing N-terminal eGFP-tagged GMNN G1 phase		EFO:0003045	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF490GXO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF133VSI.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF232XOA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF190OUF.tar.gz	ENCFF463JHG,ENCFF492FGY	""
ENCSR071VIV	released	ENCSR310RJN	released	false	male adult (43 years)	ATAC-seq on human heart left ventricle	UBERON:0002084	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF838IGU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF769DPW.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF215DUY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF799PST.tar.gz	ENCFF804KIW	""
ENCSR071WOZ	released	ENCSR503UNA	released	false	female embryo (5 days)		NTR:0000512	in vitro differentiated cells	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF025FLV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF122UBK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF550IQR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF900KBH.tar.gz	ENCFF537MJV,ENCFF243DDA	""
ENCSR071YMB	released	ENCSR141NSQ	released	false	male embryo (104 days)		UBERON:0002324	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF986YDY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF244DBO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF325XZI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF933SUP.tar.gz	""	ENCFF248RKK
